STD_YMD,WIAR_SIDO_CD,SGNG_CD,UMD_CD,TOBU_BIDVS_CD,TOBU_MEDVS_CD,PERS_CORP_CLCD,PHOLI_CLCD,TIZO_CLCD,SEX_CLCD,N10_UNIT_AGE_CLCD,HSH_LFTM_MAIN_PRE_CD,EST_INCM_SECT_CD,IFW_AREA_CD,IFW_DISTC_SECT_CD,PAYM_NOCA,SALE_AMT
20250104,26,260,0000000014,30,01,P,1,03,F,40,02,02,A04,01,1,472004
20250225,26,260,0000000004,40,01,C,1,01,M,40,03,01,A08,03,2,2986
20250419,26,110,0000000018,30,02,P,0,02,F,40,04,02,A08,02,4,440052
20250618,41,110,0000000009,10,02,P,1,02,F,60,04,02,A08,01,5,62726
20250406,26,410,0000000020,30,03,C,1,02,F,10,04,03,A02,03,3,225177
20250305,26,110,0000000003,20,02,P,1,02,F,50,04,02,A05,02,2,483564
20250414,41,410,0000000005,10,03,C,1,01,F,50,02,01,A10,03,2,207747
20250123,11,110,0000000006,20,01,P,1,03,M,40,03,03,A05,01,3,254328
20250208,26,260,0000000011,20,02,P,0,04,F,60,04,03,A07,01,2,175721
20250426,11,110,0000000006,40,03,C,0,03,F,10,03,02,A04,02,3,218830
20250217,26,110,0000000013,30,02,P,1,04,F,20,01,03,A05,01,4,382951
20250105,41,110,0000000020,30,01,C,1,02,M,40,03,02,A09,03,3,298064
20250302,41,260,0000000020,20,02,P,1,01,M,10,04,03,A04,02,1,181295
20250201,11,110,0000000017,20,02,P,0,02,F,20,01,03,A04,02,4,147060
20250313,26,410,0000000004,10,03,C,0,02,M,60,03,02,A04,03,2,227764
20250322,26,410,0000000008,20,01,P,1,03,M,10,02,03,A08,01,1,36199
20250105,26,260,0000000005,10,02,P,0,03,F,40,02,02,A10,01,3,396087
20250118,11,110,0000000002,40,02,P,0,02,F,60,03,03,A08,03,2,485386
20250425,41,110,0000000013,10,03,C,0,03,F,30,03,03,A04,01,2,286099
20250512,41,410,0000000011,30,02,C,1,02,F,40,04,02,A01,03,5,41414
20250412,11,110,0000000015,20,01,C,1,03,F,50,01,02,A03,02,5,326141
20250530,26,410,0000000007,20,03,C,1,02,F,30,04,02,A06,03,5,36094
20250202,11,410,0000000004,20,03,C,1,04,M,50,02,03,A09,02,3,391426
20250410,11,260,0000000009,30,03,C,0,03,F,10,04,03,A02,01,2,367464
20250116,11,260,0000000006,10,03,P,0,03,M,60,02,03,A10,01,1,161469
20250108,26,410,0000000002,10,01,P,0,02,F,50,04,03,A05,02,5,436189
20250416,41,110,0000000019,30,03,C,1,03,F,50,03,02,A05,01,4,188595
20250516,11,410,0000000011,10,01,C,0,04,F,30,01,02,A03,03,2,430507
20250422,26,260,0000000002,20,03,C,0,04,M,40,04,01,A05,01,5,65727
20250118,26,410,0000000006,10,03,C,0,04,F,10,01,01,A01,01,2,126659
20250202,11,260,0000000006,40,03,P,0,02,M,60,01,02,A05,02,3,283358
20250410,11,410,0000000001,30,03,C,1,04,F,50,03,01,A02,02,4,366239
20250209,11,110,0000000008,30,03,C,1,02,F,20,02,03,A10,02,2,485369
20250525,11,260,0000000015,20,02,P,1,01,M,10,03,01,A05,02,5,178563
20250501,41,260,0000000002,10,03,P,1,04,M,60,03,01,A03,01,1,498754
20250516,41,260,0000000017,10,02,C,1,03,M,60,03,03,A04,02,1,214346
20250409,26,260,0000000008,30,02,P,0,02,F,20,03,01,A10,03,3,54134
20250309,41,110,0000000001,40,01,C,1,04,M,20,04,03,A06,03,1,324346
20250321,26,110,0000000020,40,03,P,0,02,F,50,02,01,A02,03,3,107233
20250119,41,110,0000000012,10,02,P,0,01,F,20,02,03,A06,02,2,88085
20250514,41,110,0000000015,40,02,P,0,04,M,50,04,03,A01,02,4,407261
20250104,41,110,0000000003,10,02,P,0,03,M,40,03,02,A05,01,3,215258
20250430,11,110,0000000019,20,01,P,0,02,F,20,04,02,A08,02,5,251471
20250223,11,260,0000000014,20,01,C,1,02,F,20,02,02,A05,03,4,292714
20250106,41,110,0000000017,40,02,P,0,03,M,50,04,01,A04,01,1,311886
20250624,11,110,0000000003,20,01,C,1,03,F,30,04,02,A10,03,4,482251
20250410,41,410,0000000019,40,01,P,0,04,F,50,02,03,A10,01,1,176265
20250619,41,410,0000000009,20,02,C,0,04,F,50,01,01,A09,01,2,216249
20250423,26,110,0000000013,10,02,C,0,02,F,10,04,02,A05,02,1,172102
20250630,11,110,0000000018,40,03,P,0,04,M,20,02,01,A09,02,5,499678
20250330,41,260,0000000013,40,01,C,0,02,M,30,04,02,A05,03,2,458385
20250522,26,260,0000000004,40,03,C,0,03,F,40,03,02,A06,02,2,432173
20250208,41,410,0000000008,40,03,C,0,04,F,10,03,03,A05,02,1,474522
20250103,26,410,0000000018,30,02,C,0,01,M,40,04,01,A10,03,2,347426
20250410,26,260,0000000003,30,01,P,1,04,M,10,01,02,A10,01,1,1946
20250313,41,260,0000000017,20,02,P,1,04,F,50,03,01,A03,01,3,207697
20250329,11,410,0000000019,30,03,P,1,01,M,60,01,03,A10,01,3,398476
20250306,11,260,0000000013,40,02,P,1,01,F,50,01,03,A10,03,1,316733
20250206,11,410,0000000008,20,02,P,0,01,F,60,02,01,A04,03,5,78303
20250413,26,110,0000000003,30,02,P,0,03,F,20,01,02,A10,02,5,231051
20250416,11,410,0000000002,30,01,P,0,02,M,40,02,01,A04,02,3,376888
20250520,26,110,0000000016,10,01,C,1,04,M,40,04,03,A08,03,2,415321
20250505,26,260,0000000002,20,01,C,0,03,F,10,03,03,A03,03,1,292571
20250115,26,110,0000000016,20,02,C,1,03,F,10,04,03,A02,03,1,130091
20250502,26,110,0000000015,20,02,C,1,04,M,20,04,03,A03,02,3,346660
20250308,41,110,0000000002,40,03,P,1,04,M,60,01,03,A08,03,4,69188
20250214,41,260,0000000018,10,01,C,1,01,F,40,03,01,A02,03,2,22825
20250524,11,110,0000000010,30,03,C,1,01,M,20,04,03,A05,03,1,256286
20250602,11,110,0000000006,30,01,C,1,04,F,30,01,01,A01,02,1,230437
20250412,11,260,0000000004,20,03,P,0,02,F,40,01,03,A08,03,1,451239
20250302,26,110,0000000003,30,01,P,1,01,F,20,01,01,A03,01,1,190717
20250223,41,110,0000000015,20,03,C,0,03,F,20,03,02,A06,03,3,128763
20250223,11,410,0000000014,20,02,C,1,02,F,50,01,03,A09,03,2,98977
20250524,41,260,0000000014,10,03,C,1,02,M,60,04,01,A01,02,5,274381
20250215,26,410,0000000006,10,01,P,1,03,M,20,01,03,A10,03,2,493033
20250630,11,260,0000000013,20,03,P,1,03,F,20,03,01,A03,03,2,210503
20250429,26,110,0000000005,10,03,P,0,03,M,60,03,03,A04,02,3,172644
20250508,26,410,0000000002,20,03,C,1,01,M,60,02,02,A03,01,1,305610
20250108,26,410,0000000020,20,03,C,1,03,M,30,01,01,A02,02,2,28498
20250228,41,410,0000000016,10,03,C,0,01,F,10,04,02,A10,02,4,99727
20250217,26,260,0000000010,30,01,C,1,01,M,60,04,01,A10,01,3,13371
20250224,26,410,0000000012,20,03,C,1,04,M,10,03,02,A07,03,3,105244
20250321,41,110,0000000005,10,03,C,0,01,F,40,01,02,A07,03,3,380414
20250303,11,260,0000000020,10,01,C,1,04,F,60,03,03,A04,01,3,66118
20250101,41,410,0000000005,20,02,P,1,01,F,60,02,01,A01,01,3,328146
20250220,26,110,0000000020,30,03,P,0,03,M,40,03,03,A05,01,1,480311
20250519,41,410,0000000003,40,01,P,0,01,M,50,04,01,A04,03,5,77190
20250314,11,410,0000000017,40,02,C,0,01,M,20,02,03,A10,01,2,446697
20250127,26,260,0000000015,20,01,P,1,01,F,10,02,03,A08,01,1,422049
20250604,26,110,0000000014,30,03,P,0,04,F,10,03,02,A01,03,1,1664
20250116,26,410,0000000002,30,03,P,1,03,F,10,04,02,A06,03,2,124237
20250203,41,260,0000000013,10,01,P,0,04,F,30,02,02,A06,03,4,50597
20250421,11,410,0000000013,10,02,C,0,02,M,60,01,02,A09,01,1,400958
20250228,26,110,0000000016,20,01,C,0,03,M,10,01,01,A04,01,3,228174
20250224,26,260,0000000010,40,01,P,1,01,F,10,03,03,A01,01,2,403318
20250205,11,410,0000000019,10,02,C,1,01,F,10,04,01,A01,02,4,274142
20250331,11,410,0000000006,20,03,P,0,01,F,10,04,01,A01,01,3,299888
20250529,41,260,0000000019,10,01,C,1,02,M,60,01,01,A01,01,1,315862
20250327,11,260,0000000011,20,01,P,0,04,F,20,04,01,A03,01,5,144940
20250212,11,110,0000000015,20,02,C,1,01,M,40,01,01,A04,01,5,228727
20250107,26,410,0000000016,10,02,C,0,04,M,60,01,03,A05,02,2,107692
20250113,11,110,0000000009,30,01,P,1,01,F,10,01,01,A08,03,3,342800
20250226,26,410,0000000017,40,03,P,1,04,M,50,04,02,A05,01,2,434559
20250408,11,110,0000000020,30,02,C,0,02,F,40,03,03,A08,02,1,6442
20250112,26,410,0000000019,10,02,C,1,03,F,10,04,03,A04,02,3,473666
20250110,41,260,0000000008,40,01,C,1,03,F,10,04,03,A07,02,2,187395
20250324,11,260,0000000015,10,03,C,1,04,F,40,02,03,A05,01,4,57503
20250422,41,260,0000000008,40,01,P,1,04,M,40,02,01,A01,03,5,188819
20250621,41,260,0000000003,40,02,P,1,03,M,50,01,02,A06,02,5,489018
20250621,11,410,0000000011,10,01,C,0,01,F,60,01,02,A04,03,2,370466
20250319,26,410,0000000010,30,01,C,0,01,F,30,04,03,A06,03,3,214499
20250102,11,110,0000000019,30,02,C,0,02,F,60,02,03,A05,02,2,316542
20250206,11,110,0000000009,10,01,C,1,01,F,30,02,03,A03,01,5,75198
20250614,41,110,0000000010,40,03,C,1,04,M,60,01,01,A08,03,4,373501
20250612,11,410,0000000014,30,03,C,0,03,F,60,01,02,A09,02,5,410143
20250330,11,410,0000000006,30,03,P,0,01,F,50,04,02,A02,02,4,46748
20250506,41,260,0000000018,30,03,P,1,02,M,60,04,01,A07,02,2,3261
20250601,41,410,0000000005,40,03,P,0,04,F,40,02,01,A02,03,5,330490
20250104,11,260,0000000016,20,01,P,0,01,F,10,01,01,A09,02,2,403903
20250203,11,110,0000000011,20,02,C,0,04,F,20,01,01,A09,02,4,215542
20250129,26,110,0000000020,40,01,P,0,02,M,50,04,03,A03,03,1,293804
20250214,26,110,0000000018,30,03,C,0,04,F,20,02,03,A03,03,2,160262
20250416,41,110,0000000020,10,02,C,1,03,F,40,02,02,A04,03,4,97126
20250628,26,260,0000000020,40,01,P,0,01,M,30,03,03,A08,02,5,143925
20250101,26,410,0000000020,30,03,P,1,03,M,30,01,03,A08,01,3,216769
20250606,26,260,0000000014,20,03,C,0,01,M,20,01,01,A04,03,5,404532
20250419,26,260,0000000007,20,02,P,1,02,M,40,02,01,A05,01,4,122304
20250326,41,410,0000000010,30,01,P,1,04,F,30,02,03,A06,02,1,290214
20250510,11,260,0000000019,20,02,C,0,03,F,10,02,01,A07,03,3,106595
20250307,26,410,0000000003,30,03,P,1,02,M,10,01,03,A09,01,3,260209
20250507,26,260,0000000018,40,03,P,0,03,F,10,03,02,A09,02,1,270371
20250510,11,110,0000000009,10,01,C,1,03,F,20,01,01,A09,03,2,312276
20250523,41,410,0000000009,30,01,C,0,04,M,10,04,03,A10,03,1,318132
20250213,26,110,0000000017,40,02,P,1,02,F,50,02,02,A06,02,1,316805
20250205,26,410,0000000013,40,01,C,0,01,M,50,04,03,A01,03,2,84110
20250526,11,260,0000000016,40,03,P,0,01,M,10,02,03,A04,03,2,350199
20250216,26,260,0000000013,10,03,C,0,01,M,40,04,03,A01,03,5,21465
20250514,26,110,0000000020,10,02,C,1,02,M,10,03,03,A04,03,1,95583
20250223,41,410,0000000015,20,02,C,0,04,M,40,02,01,A04,03,2,463306
20250102,26,410,0000000009,30,03,P,1,01,F,10,04,02,A04,02,1,286474
20250223,11,110,0000000008,30,01,C,1,01,F,20,02,01,A04,02,1,217640
20250509,41,260,0000000016,30,02,C,1,03,F,10,01,03,A01,03,1,61899
20250213,41,110,0000000015,10,02,P,1,01,M,40,02,02,A06,01,1,82318
20250610,41,410,0000000003,30,02,C,0,03,F,10,03,01,A10,03,5,40437
20250106,26,260,0000000013,30,02,P,1,02,M,40,04,03,A06,03,2,145449
20250131,11,410,0000000006,40,01,P,1,01,F,20,03,03,A03,02,1,261027
20250101,11,260,0000000013,40,01,P,0,04,M,60,02,02,A06,02,4,352281
20250313,26,410,0000000002,10,03,C,1,04,M,50,03,01,A03,02,5,344311
20250503,11,410,0000000012,20,02,P,0,03,M,30,03,03,A05,03,2,76647
20250117,26,260,0000000013,20,01,P,1,02,F,30,02,02,A07,01,3,473080
20250410,26,410,0000000014,30,01,C,0,02,F,50,03,01,A04,01,4,200189
20250620,41,260,0000000016,20,02,P,1,04,M,20,04,02,A05,03,4,496589
20250127,11,260,0000000003,10,01,C,0,03,F,50,04,03,A02,03,2,466981
20250131,11,410,0000000017,10,02,P,0,01,F,10,03,01,A10,03,4,479109
20250314,11,110,0000000015,20,02,C,0,03,F,10,01,02,A05,02,4,259552
20250617,26,260,0000000009,10,01,C,0,04,F,40,01,02,A02,03,1,178728
20250327,41,110,0000000004,40,01,C,1,04,M,60,02,03,A07,02,2,263806
20250227,26,260,0000000020,10,01,C,1,03,M,40,02,02,A08,03,3,59220
20250328,26,410,0000000008,20,03,P,0,03,M,50,04,01,A02,03,4,431095
20250604,11,410,0000000017,30,01,C,1,02,F,30,02,02,A02,01,4,33853
20250419,11,410,0000000015,10,01,C,1,01,F,50,02,02,A10,02,1,184863
20250615,11,410,0000000001,30,01,C,0,01,M,40,04,03,A09,03,3,320621
20250124,41,260,0000000009,30,02,P,1,03,M,60,01,02,A09,01,1,380386
20250404,26,110,0000000019,40,02,P,0,02,F,50,03,01,A02,03,4,157049
20250425,41,410,0000000007,20,01,P,0,01,M,60,04,03,A04,02,4,334600
20250617,11,260,0000000015,20,03,P,0,04,F,40,01,03,A04,01,1,11223
20250220,41,260,0000000018,30,01,P,0,02,M,20,02,02,A09,03,5,244897
20250321,11,260,0000000007,30,02,C,1,01,F,40,02,01,A06,03,3,126807
20250305,26,260,0000000012,40,01,C,0,04,F,20,01,01,A09,03,4,271699
20250506,11,410,0000000003,30,03,C,0,01,M,40,03,03,A04,02,1,363396
20250118,11,410,0000000008,10,02,P,0,04,F,10,04,02,A04,01,2,302280
20250212,26,110,0000000006,10,01,C,0,03,M,30,02,01,A03,03,2,136943
20250126,41,410,0000000011,40,03,P,1,01,M,50,03,02,A05,03,2,322686
20250201,11,110,0000000004,10,02,C,1,04,M,10,03,02,A05,01,5,486867
20250519,26,260,0000000004,10,03,P,1,04,F,20,01,03,A08,03,4,482466
20250606,26,410,0000000018,10,03,C,1,01,F,20,02,01,A09,03,1,423966
20250624,41,410,0000000011,30,02,P,0,02,M,50,04,02,A01,01,2,211108
20250116,26,260,0000000003,40,02,P,1,03,M,40,03,02,A03,03,1,34721
20250120,26,110,0000000009,30,02,P,1,01,M,40,02,02,A03,01,1,293467
20250419,26,410,0000000010,20,01,C,0,04,M,30,01,02,A08,03,5,79295
20250326,41,410,0000000004,20,02,P,1,02,M,40,01,02,A04,03,3,351302
20250327,41,260,0000000005,20,02,C,0,02,F,10,02,01,A02,01,3,119565
20250429,26,260,0000000015,10,03,C,0,04,M,50,04,02,A03,01,5,376198
20250108,26,260,0000000019,10,02,P,1,01,F,10,03,03,A01,01,1,321790
20250130,26,110,0000000007,10,02,C,0,01,F,60,01,02,A08,01,2,302485
20250610,11,110,0000000009,20,03,C,1,02,M,50,04,01,A09,02,1,471277
20250410,11,110,0000000005,30,02,C,0,03,M,40,02,02,A01,02,5,35667
20250222,11,410,0000000019,40,01,C,0,01,F,30,02,03,A08,02,5,265493
20250621,41,260,0000000015,30,03,C,1,03,M,20,02,01,A04,03,5,123082
20250507,11,260,0000000004,30,03,P,0,02,F,30,02,01,A08,01,5,424154
20250214,26,410,0000000012,40,01,C,0,02,M,20,01,02,A01,01,5,321755
20250519,11,410,0000000007,20,02,C,1,02,F,50,03,01,A04,01,4,38113
20250310,11,260,0000000005,20,03,P,1,04,M,60,01,03,A03,01,2,293571
20250203,26,410,0000000005,20,01,C,1,02,M,60,03,01,A06,01,1,189282
20250515,41,410,0000000002,40,02,C,1,03,F,10,02,03,A10,02,3,239539
20250524,41,260,0000000020,30,01,C,1,04,M,40,02,01,A08,03,3,203582
20250207,11,110,0000000018,20,01,P,0,04,M,20,04,01,A10,02,1,60495
20250428,26,410,0000000012,10,03,P,0,03,M,20,01,02,A03,01,1,490406
20250208,26,110,0000000015,10,03,C,1,04,F,50,03,01,A08,01,2,416404
20250218,11,110,0000000008,40,03,C,0,04,M,20,02,01,A09,03,5,159993
20250423,11,410,0000000020,40,03,P,1,03,F,30,01,02,A07,01,2,367002
20250418,26,110,0000000017,30,03,C,0,03,F,50,02,01,A06,02,5,34411
20250421,26,410,0000000013,40,03,P,1,01,F,60,02,02,A01,03,1,487750
20250125,11,260,0000000005,10,01,C,0,01,F,50,02,02,A09,03,1,56973
20250311,26,410,0000000016,20,01,C,0,01,M,40,02,02,A06,02,1,93861
20250414,41,260,0000000014,20,02,P,0,02,M,60,02,03,A04,02,2,403189
20250613,26,260,0000000002,30,03,P,1,01,M,50,02,03,A02,01,4,251689
20250105,41,260,0000000015,10,01,C,0,04,M,60,02,01,A09,02,4,91470
20250325,41,110,0000000003,40,03,P,1,03,F,30,04,01,A09,02,3,152657
20250311,26,410,0000000005,30,02,C,0,04,M,20,01,03,A02,03,1,488088
20250422,41,410,0000000003,10,03,C,1,04,F,20,03,02,A01,01,2,201342
20250124,26,110,0000000002,20,01,P,1,03,F,40,03,01,A09,01,2,131228
20250210,26,410,0000000005,30,01,P,0,04,M,20,01,02,A02,01,5,147276
20250215,11,410,0000000020,40,01,C,1,02,F,40,01,02,A01,02,5,74058
20250217,41,260,0000000017,20,02,C,1,03,M,20,02,01,A07,03,1,169757
20250331,26,260,0000000015,30,02,P,0,04,M,30,04,03,A08,02,5,16586
20250421,26,110,0000000012,10,02,P,1,01,F,40,01,03,A09,01,1,338775
20250107,11,260,0000000001,30,03,P,1,01,F,30,02,01,A08,03,4,471994
20250310,26,260,0000000009,20,02,P,1,01,M,50,01,01,A08,03,5,331159
20250625,26,260,0000000005,30,02,C,0,02,F,20,04,01,A07,03,4,432061
20250530,41,110,0000000005,10,01,P,1,03,F,50,01,01,A06,02,1,71173
20250117,26,110,0000000012,40,02,C,0,02,M,60,03,03,A08,03,5,402206
20250403,26,410,0000000019,30,02,P,1,02,F,60,03,03,A03,01,4,446362
20250521,41,260,0000000011,10,03,C,0,04,M,50,03,02,A08,01,4,447977
20250506,26,260,0000000009,10,01,C,1,02,F,50,02,03,A05,03,3,4702
20250526,41,110,0000000001,10,03,P,1,01,M,40,01,02,A01,02,3,120077
20250529,11,260,0000000006,20,02,P,1,03,F,40,04,03,A10,02,2,401074
20250321,26,110,0000000020,20,03,C,0,01,M,20,04,02,A10,01,2,478611
20250226,26,410,0000000011,40,03,P,0,04,F,30,04,02,A03,03,4,155570
20250603,26,260,0000000020,20,01,C,1,04,M,50,04,03,A06,03,3,476047
20250609,41,260,0000000006,30,02,P,0,02,F,20,01,02,A09,02,5,341243
20250603,11,110,0000000002,30,03,C,1,03,M,50,02,02,A08,01,1,429112
20250605,11,110,0000000016,20,01,P,0,01,F,20,03,02,A09,03,2,71072
20250107,26,110,0000000019,40,02,P,0,03,M,30,01,03,A02,02,4,355311
20250628,11,110,0000000008,40,01,P,1,03,M,40,03,01,A03,02,3,140067
20250525,41,260,0000000011,40,01,C,1,04,F,60,04,01,A02,02,3,162085
20250123,11,260,0000000006,30,02,P,1,04,M,50,01,03,A01,02,5,146908
20250102,41,410,0000000011,20,01,C,1,04,F,50,03,02,A03,02,5,58681
20250210,41,110,0000000017,10,01,P,0,02,F,40,04,03,A09,03,3,206065
20250124,41,410,0000000009,40,01,P,0,04,M,60,02,01,A08,03,4,285237
20250523,26,260,0000000017,30,01,C,0,04,F,60,02,02,A06,03,2,158541
20250411,41,410,0000000013,20,02,P,0,01,M,40,02,02,A03,01,1,139546
20250526,26,260,0000000017,10,03,P,1,04,F,30,03,01,A06,03,4,11577
20250529,11,260,0000000013,10,02,C,1,02,F,10,04,02,A05,01,5,475905
20250102,11,260,0000000014,30,03,P,0,02,F,40,02,03,A03,01,3,172496
20250629,11,260,0000000008,40,01,C,1,02,M,10,03,03,A10,03,4,15011
20250523,41,260,0000000012,10,03,P,0,02,F,20,02,03,A07,02,5,383010
20250124,26,410,0000000010,10,02,C,1,02,M,60,01,03,A08,01,2,293674
20250329,41,410,0000000013,40,01,C,0,02,M,30,04,03,A02,01,4,197567
20250503,26,110,0000000004,20,03,C,0,03,M,20,02,03,A09,03,3,48197
20250614,26,410,0000000018,40,03,P,1,03,F,20,02,02,A09,03,3,194902
20250110,41,110,0000000011,30,03,C,0,01,M,20,04,01,A08,03,3,22093
20250509,11,410,0000000008,30,02,C,0,04,M,40,04,01,A07,01,5,121117
20250218,11,260,0000000005,30,02,C,0,04,M,40,04,01,A04,03,3,344767
20250201,41,110,0000000019,20,01,C,0,03,F,30,01,02,A04,01,1,207511
20250320,41,260,0000000001,30,01,C,1,04,F,10,04,01,A05,02,1,26344
20250514,11,410,0000000018,30,02,P,0,02,F,60,04,01,A04,01,3,391208
20250619,26,110,0000000006,40,02,C,0,01,M,20,04,01,A06,02,4,90368
20250604,11,260,0000000018,30,01,P,0,03,M,10,02,01,A09,03,2,219078
20250210,41,110,0000000018,40,01,C,1,02,F,20,02,02,A03,01,2,315304
20250220,41,110,0000000013,20,03,P,1,02,F,60,01,02,A02,03,2,297609
20250126,11,260,0000000004,30,02,C,0,02,F,50,04,03,A08,02,4,32715
20250327,41,410,0000000019,30,03,C,1,04,F,40,04,01,A02,01,1,309203
20250513,41,410,0000000008,10,03,P,1,01,F,10,01,03,A03,02,3,210929
20250107,26,410,0000000018,20,02,C,0,04,M,20,01,03,A01,03,1,275366
20250219,11,410,0000000015,30,02,C,0,02,F,20,04,01,A05,02,5,92941
20250112,41,260,0000000011,30,03,P,1,04,F,60,02,01,A06,03,1,291590
20250626,11,410,0000000007,40,02,P,0,03,M,20,01,03,A10,02,4,289988
20250614,11,110,0000000016,20,01,C,0,02,F,10,02,02,A01,02,5,315785
20250411,26,260,0000000003,30,02,P,0,02,F,50,02,03,A05,02,1,162026
20250316,26,410,0000000018,20,02,P,1,03,M,50,02,01,A01,02,2,394713
20250527,41,110,0000000018,20,03,C,1,04,M,30,01,02,A08,01,2,93376
20250423,41,260,0000000019,10,02,P,1,02,M,40,04,02,A04,01,3,135166
20250514,41,410,0000000016,10,01,C,1,02,F,30,01,02,A10,03,1,320262
20250330,11,260,0000000001,30,03,P,0,01,F,40,04,01,A06,02,1,85411
20250305,41,260,0000000010,40,03,P,1,04,F,10,01,03,A01,02,2,256211
20250624,11,410,0000000019,40,01,C,1,01,F,10,02,03,A06,01,3,355612
20250414,26,110,0000000010,40,01,C,1,04,M,50,04,03,A05,01,1,116827
20250411,11,410,0000000008,20,02,C,0,04,F,30,03,01,A05,02,2,396767
20250307,11,410,0000000013,40,02,C,1,03,F,40,02,03,A09,02,2,16616
20250120,11,110,0000000011,40,01,C,0,01,M,20,01,02,A10,02,5,51023
20250116,11,260,0000000012,30,01,C,0,01,F,20,03,02,A10,03,3,241860
20250203,26,260,0000000010,30,03,P,1,04,F,20,02,01,A02,03,1,266257
20250101,11,110,0000000016,40,01,P,0,01,F,30,02,02,A09,02,1,193557
20250127,11,110,0000000018,30,03,C,0,02,F,40,02,01,A01,01,2,178880
20250307,26,260,0000000004,20,01,P,0,04,F,50,03,03,A05,03,5,363442
20250312,26,410,0000000003,20,02,P,0,03,F,10,04,03,A07,03,4,184606
20250518,26,260,0000000016,30,03,P,0,02,F,30,02,03,A05,01,4,300280
20250518,26,260,0000000005,30,03,P,1,01,M,50,01,01,A01,03,2,104432
20250318,41,410,0000000020,20,01,P,0,01,M,60,01,01,A03,03,3,243088
20250104,41,410,0000000003,40,03,P,1,03,F,10,03,02,A02,03,3,428332
20250526,11,110,0000000010,10,01,P,0,02,M,40,03,02,A06,02,1,281253
20250107,41,110,0000000006,30,03,C,1,04,F,10,01,03,A10,03,2,335599
20250504,11,110,0000000016,40,03,C,0,02,F,10,02,02,A02,01,3,202225
20250323,26,260,0000000005,10,01,P,1,04,F,40,02,02,A08,03,2,279714
20250528,11,410,0000000005,40,02,P,0,01,M,10,02,02,A02,01,1,404866
20250311,26,410,0000000014,20,03,C,1,02,M,10,04,01,A08,02,5,295891
20250127,41,410,0000000019,10,02,P,0,02,F,20,03,03,A08,01,1,246840
20250505,26,260,0000000011,10,01,P,0,02,F,20,02,03,A05,02,3,184754
20250114,41,410,0000000017,10,03,C,0,04,F,60,01,01,A09,02,4,7250
20250430,26,260,0000000004,10,03,P,1,04,F,50,04,01,A10,03,5,337621
20250423,11,260,0000000009,20,02,C,1,04,F,50,02,03,A04,03,4,348351
20250501,11,260,0000000002,40,02,P,1,01,M,30,03,01,A08,03,4,343364
20250428,41,110,0000000007,20,03,P,1,04,F,20,04,02,A02,01,2,278472
20250407,11,260,0000000008,20,03,P,0,04,F,60,04,01,A03,01,4,404499
20250526,26,110,0000000003,40,02,C,1,04,M,10,04,02,A10,02,1,459106
20250307,11,260,0000000002,40,02,C,1,01,F,30,04,02,A01,03,3,384462
20250505,41,410,0000000011,30,02,P,1,04,F,60,04,03,A09,01,3,90748
20250622,11,260,0000000004,40,02,C,0,03,M,40,04,03,A09,02,1,43936
20250316,26,110,0000000016,30,02,P,0,02,M,30,03,02,A09,02,2,359540
20250304,11,110,0000000009,30,01,C,1,04,F,30,04,01,A02,01,1,108186
20250612,11,110,0000000020,10,02,P,0,02,M,60,04,02,A02,03,5,47553
20250203,41,110,0000000011,10,03,C,0,03,M,10,02,03,A05,02,4,113110
20250114,11,410,0000000011,30,02,C,1,04,M,50,04,02,A02,03,5,153172
20250309,11,110,0000000012,30,02,C,0,04,M,30,02,03,A02,01,5,382884
20250607,11,260,0000000004,20,01,C,1,04,M,40,02,03,A05,03,2,397486
20250514,11,410,0000000020,40,02,C,0,02,M,40,03,02,A03,03,4,220549
20250120,26,110,0000000007,30,01,P,1,02,M,40,03,02,A02,02,3,296638
20250528,11,410,0000000003,40,01,C,1,02,F,40,02,02,A01,02,2,427212
20250504,11,110,0000000005,20,01,P,0,04,F,50,04,02,A07,01,4,136325
20250509,41,110,0000000002,10,02,P,1,04,F,50,02,03,A05,03,4,231728
20250520,11,410,0000000014,30,01,C,0,02,M,20,04,01,A09,02,5,441106
20250507,41,260,0000000005,40,02,P,0,03,F,40,01,03,A03,01,5,255980
20250204,26,260,0000000002,40,02,P,1,02,M,30,03,02,A09,01,3,163748
20250506,11,410,0000000020,40,02,P,0,04,F,20,02,03,A09,01,2,272052
20250524,11,260,0000000009,30,02,P,0,02,F,40,03,03,A03,01,1,131306
20250122,41,410,0000000018,10,03,C,0,04,F,20,01,02,A05,03,1,68135
20250406,26,110,0000000010,30,01,P,0,01,M,50,02,01,A08,01,2,82798
20250518,11,410,0000000005,10,01,C,1,01,F,30,03,02,A08,03,2,188761
20250224,11,410,0000000002,20,02,P,1,03,F,20,04,02,A10,02,4,216431
20250112,11,260,0000000007,10,03,C,0,04,F,50,03,01,A05,01,2,130558
20250424,11,260,0000000003,30,03,C,1,02,M,20,02,01,A09,01,4,390800
20250108,41,260,0000000020,30,03,C,0,01,F,30,03,01,A05,02,5,229107
20250410,26,260,0000000004,30,01,C,1,02,F,60,03,01,A10,02,4,295587
20250408,11,110,0000000003,30,01,P,1,02,F,30,04,03,A09,02,3,161779
20250412,41,260,0000000016,10,02,P,1,03,F,10,02,01,A04,01,1,413003
